category,rating,label,text_
Smartdevices,4,OR,  I got mine a couple of days back  at          The Sound quality is very good  as much good as one could expect at this price range  The packaging was small  clean but box looked like a package for  rubber    if you understand that reference  In both colours  Black   White there are three pairs of large  medium and small size earbuds are given in box along with two anchors for earpieces  The earbuds does not feel that much comfortable but are okay  For me personally  they tend to slip out of ears too much  There is a clip for the wire  if you do not like it hanging out  P The wire does not feel like very good quality but feels rugged and durable  Overall quality seems in line with price range if you look at other products in price range  I would recommend these 
Smartdevices,4,OR,  Pros For this price range  it gives very good listening quality It comes with different sizes of earbuds and a set of ear hooks for comfortable wearing The bass is actually good when placed properly in the ear Has good noise cancellation when hearing The tangle free wires do their job Cons It sits very awkwardly in the ear and can tend to fall out easily  The ear hooks also come in only one size so it may not fit everyone comfortably The earphones sit in the ear in such a way that you will never get the optimum sound quality without constantly holding the earphones in a certain way This could be just for the product I received  but when I am recording something  there is a constant static noise in the background  The mic also has a weird double tone quality and adjusts the volume sound when I record high notes  so it sounds like the recording is broken Overall  if you are buying this for purely listening purposes  it is a good buy  Otherwise you might need to consider other options 
Smartdevices,1,OR,  The sound quality is average but the design has some fundamental issue  The ear piece will not stay in the ear at all  will keep falling off no matter whether you use the extra locks or not  I have used JBL Mi Sennheiser before and none of them has this weird issue  Not happy since I have to keep picking it up and sticking it back in the ear 
Smartdevices,5,OR,  This one is a great product from boat along with other that they provide  The bass is great from this price range of earphones  The build quality is great  Metal earpiece which are a bit heavy but can last a lifetime  The problem is they fall from your ears easily when there is a little pull on the wire   It has a flat wire so there is no mess of wires getting tangled  It also has a L shaped pin which can be easily slide into your pocket without the worry of pin getting damaged which happens with lot of earphones which has got a straight pin  The customer service is great  Easily replaceable in warranty period 
Smartdevices,4,OR,  Bought this on Amazon for INR      Got the delivery of the product today   Packaging is good   Build Quality is surprisingly Very Good and you will feel like you are getting more worth than what you paid for   But sound quality is average  Its not pleasing but at the same time it is not disappointing either  It just gets the job done  One very key thing here is that the     mm plug is L shaped which suits my MacBook Air laptop perfectly as the     mm port is on the left side of the laptop  I just got the delivery  so I cannot comment on the durability yet  I bought this only as a standby headphones for my laptop  So as a light user I presume this product will age well  Will let you guys know if there is any update on that  If you are a headphones listening enthusiast then go for something else like JBL or Sennheiser by investing more money  If you just want a standby headphones with very good build quality  that just gets the job done without investing much money  then go for this  Thank you 
Smartdevices,4,OR,  I had ordered Ant Audio earphones for    Rs from Amazon itself The packing of Ant audio was far better as that of boat Ant Audio felt more comfortable in my ears The wire felt more durable on Ant Audio The Sound quality is just    better on Ant Audio  Boat is not bad aswell I purchased Ant Audio for       in Lightning deal Whereas  Boat has maintained its price at       which seems to be overpriced now Problem with Ant Audio    Boat earphones are straight  The earbud goes straight into your ears   Ant audio has given a tilt of    degrees to it is earbuds  they say it is for comfort of ears  But somehow  this inclination made the metallic part hit my ears and these earphones used to irritate me after prolonged usage    This is the only reason why I had to return my Ant audio earphones and settle down for Boat  I hope Boat earphones prove themselves as comfortable and durable  as their pricing 
Smartdevices,1,CG,  The worst earphone you can buy ever  I have bought   earphones for myself and for my people and all of them stopped working partially or completely after some time say   months or so  They claim that we will pick the product and will and return but they do not do  And they have very few service center and those are very far from my place or even for my people s places 
Smartdevices,5,OR,  Have been using it for last    months now and doing well  My experience with other earphones is that over a few months the delicate wire connections at mic element or at the buds get broken and then the earphones are useless  This happens with even the expensive ones  But this one has wide flat cables which has made it last so much  Another benefit of flat cables is they do not tangle  So after a looonnngg use a big thumbs up from me 
Smartdevices,2,OR,  It is exactly just   year passed and the left ear piece suddenly stopped working  Raised a ticket with Boat  Imaging  on  th Nov       purchased date   Nov      and they updated that warranty has expired  Somewhere I had seen the warranty for wired boat ear phones are of   years but found in Amazon site   it is of only   year I am so unlucky that  it got kaput immediately after one year warranty period passed  So now I have to purchased a new one 
Smartdevices,1,OR,  Its weird that sometimes after I connect it  volume and Bixby are automatically disturbed  I hear static noise when I have connected it to my S    The buds are also too big to be used with a motorcycle helmet  Sound quality is okok  Not talking about the bass  Bass is extreme  They will not replace or take it back so be careful about what you order  do not buy  Went useless after   months 
Smartdevices,5,OR,  In my viewFirst I want to say ignore ignore this negative points The product is really good  I used last   days and I love this sound quality of the earphone very much If we talk about comfort  do  they really played here these are so comfortable   Design cable is good  it is triangle free and easy to handle itIt have impressive design and it does not fall from your ear even while running   Button is provides a single button but can so many things with this single button if you are a Android user    A Double tap to play next songB Triple tap to play previous songC Long press to access Google assistance and directly apply  operationD Single tap for play and resumeE The button is comfortable very smooth to play And I am very satisfying with this ProductThank you Amazon and Delhivery
Smartdevices,4,OR,  Though i have rated them lesser on bass  noise cancellation  its in comparison with some of the best in mkt  But at the sametime those are expensive and this is reasonably affordable  it is bang for the buck and very durable  I have been using this over a year now  Nothing happened so far  Most other even the best have not lasted over a year for me except sckull candy  Compared to likes of those this is value for money  This one I gor for my spouse 
Smartdevices,5,OR,  One cannot go wrong with these earphones  They fit well  sounds really good in the price range and above all the quality of the product is great  mistakenly got these submerged in water a few dozen times and they just come out fine  although not recommended for someone to use it wet but an accidental dropping in water or getting wet in rain is not a problem at all The bass is cooolllll
Smartdevices,4,OR,  Overall quality is very good but ear tips are hard to handle because of their weight  but it justify its metal ear tip with high bass delivery and clear sound as well  But if you have habit of enjoying music while sleeping then please guys do not buy this  Slightly pain in ear after   hr use  it have and large ear tips 
Smartdevices,5,OR,  I bought this earphone by friend suggest  I am using this earphone and have not faced any problems yet  Mostly I used headphone during traveling for listening music and watching videos  After two months of usage this headphone  I am giving review  I got the product well packed by Amazon  I ordered Neon Lime Color and Its a decent color  In packed box got   pairs extra earbuds with different sizes  Sounds are amazing  Sounds are high with Extra Bass but we can adjust  Sounds are much clear than others earphones I have ever used  No noises during calling  Length of the headphone is     meters  That is perfect for everyone  Wires are sturdy and strong  Jacks are metal and strong 
Smartdevices,4,OR,  Great product  Flat cable is so easy to untangle  Sound quality is amazing  Noise cancellation might not be present as a feature but if earphone is playing on full volume then surrounding noise can not be heard  But it is a suggestion please do not listen on full volume for longer periods of time  Bass is quite good if you listen to Rock   heavy metal genres or even Bollywood party songs  Overall a great buy under Rs     
Smartdevices,1,OR,  First thing these earphones ear buds are not comfortable to our ears  Oftenly removed from our ears   Every   minutes you have to put them properly  And we can not keep them morethan    minutes   You gea ear pain  Who likes to listen music long time do not take this   Basically ear phone design is not good  that is why you can not get any better results even change the caps  Music quality also average Most of the YouTube techies are guving over publicity and fake reviews 
Smartdevices,3,OR,  do not search for information regarding this earphones You can buy it if you are a casual user Bass is not so clear and it also produces bass when not necessary If you are purchasing it for playing PUBG then do not go for it MI Basic which cost around     will be better You can not listen songs for a long time because after   hour you will remove the earphones because it is very uncomfortable I will give   Star to it is built quality Only buy it if you are a casual user Or you can go for Mi basic  JBL C   si   Skullcandy  Ant audio and even the realme buds    These brands are much more comfortable and provides good sound do not waste your money in this earphones   trust me you will literally fell pain in your ears 
Smartdevices,5,CG,  JUST AWESOME Do not believe in others comment     It has good BASS     But not irritating Bass    One should go for this item if your budget is below      rs       I BOUGHT IT FOR    RsSOUND QUALITY                  FOR THIS PRICE RANGE        Some compare this sound with      to      Sony  jbl  beats        Etc        Within this price range it will be on the top     DURABILITY                  TANGLE FREE WIRE      Even      Sony earphones    Have not such type of quality     JUST GO FOR IT
Smartdevices,4,OR,  Actually the product is too good  super bass  good sound quality noise cancellation  everything a good headphones has but get damaged after     months of use  so if are expecting  year use then I think it will hardly last cuz I have bought   pieces and did not lasted more than   month after   months the sound quality fades and ultimately to no sound so from my experience buy it only if you have no budget  pleanty of money to waste  it will give the best in its working days so I am giving it   stars  but if ure  searching for a long lasting headphones then it is not ur thing my friend
Smartdevices,3,OR,  After doing a lot of research keeping in checks of my past experiences I did not want to go for high end earphones and while doing so I got to view this one  Boy I tell you do not fall for th reviews as I did  cos sound and durability are good   however the material might be something where this falls flatter Basically the buds do not fit into my ears and especially when you go for a walk and you need to enjoy music  you will hate this as the heavy weight in buds will will be always be coming out and does not fit in properly  Then again there is a holder in middle which is basically useless and heavy as it can be which pulls the earbuds down  The design of this earphones are flawed Finally it did not serve my purpose so DISAPPOINTED
Smartdevices,5,OR,  Writing this after     years of use  still works fine Over the years  you might find       drop in bass as compared to the new  due to coil aging  but hardly noticeable  obviously you can always compensate the same with a proper Equalizer  if you really need it hard core But this product is history  hope you can find these As I have heard that boat being under warranty  give a replacement  have never claimed a warranty was lucky enough  and used them with care 
Smartdevices,2,OR,  This earphone is excellent for listening to music or watching movies  The bass quality is good But for calling purpose it is worst  The mic is not good  If the mic moves to other direction then the receiver does not hears any voice  To talk to someone i have to hold the mic near to my mouth I am fade up of this and hence planning to purchase a new one So go for this earphone only if you want to listen songs or watch movie 
Smartdevices,4,OR,  I just recived it   days ago nd So far I am loving it Sound quality is also very good  Noise cancellation is also quite good No question on quality Only con I have found so far is that being metallic it feels kind of irritating in ear when used for long time  It often falls down from my ear and when I press it tightly the sound goes off wondering whether it is my fault or the product has some problem 
Smartdevices,2,OR,  In my opinion this earphones are good  Because their quality is very good Bass is best in this price range but if you want comfortable fit and you use earphones for a long duration then do not go for this  Because this are not comfortable they frequently fell down from ears  I had tried all the earbuds and wing tips given in the box but they are not fitting comfortably in ears  So Final Answer for this product is their quality in case of sound  Bass is very good but if you want comfortable fit then you should not go for this 
Smartdevices,1,CG,   I want REFUND   No manual is there  The most important part of any  earphones is  fitting   of earcap in Ears  which was not working at all from all possible ways  No noise cancellation  Bass quality is not upto the mark  Kindly refund as soon as possible 
Smartdevices,4,OR,  Bought this product a year back through Flipkart  The headset had been working perfectly since last   year till today when the left side stopped working  that is when I ordered this one To be frank I am pretty pleased that it worked for about   year as I almost drop the phone every weak or two with the headphones attached to it  Because of this  the wires became loose near the     mm connector Overall Impression   Sturdy Built    Strong Wires    You get   pair of buds  unlike any other I have bought     Great Bass and sound quality at this price 
Smartdevices,1,OR,  I am giving   star for the after sales service and the product quality   I bought the product and within   month the left earphone stopped working and as instructed in the warranty I raised the request and uploaded the invoice downloaded from the Amazon site  Later I received a mail stating that the invoice is not valid or clear  They are not going to replace your product if it is faulty in the warranty  I have bought   Bluetooth headset    Bluetooth Speaker    Bluetooth Earpod and   wired earphone from Boat and the only thing still working is the Bluetooth speaker maybe because I paid a hefty amount on that  
Smartdevices,5,OR,  Awesome earphone   it is worth every penny that you spent on it Previously ordered from Flipkart and got scammed by fake product but this time Amazon delivered it before the delivery date If you are a music lover it is not for you man The bass is not upto the mark but if you are a gamer boy then you will definitely enjoy it   The build quality is amazing   In this price range no other brand will give tangled free wires and metal finish Due to metal it is bit heavy but after applying ear hooks you will definitely use it while running and gym Overall it come with a   year warranty but this will go more than   years   
Smartdevices,3,OR,  Exactly    days of use and the right one stopped working   What can we say about the quality    Connected to seller by their site  they picked it up for exchange and it is been    days now  no update  Looks like I lost my money  not getting anything back 
Smartdevices,5,CG,  Quite a sturdy and quality product at the pricepoint  Very good sound on call also  noise cancellation is effectively experienced during calls  My only negative point for this product is that it is desigend as such that the in ear pieces tend to slip out  at least for me 
Smartdevices,4,OR,  Here I am using this Earphones since    days  so i am sharing some pros and cons of this product so you can make your decision of purchasing it  PROS   bass quality is good   sound quality is good compared other in this price range long cable and gold plated pinCONS   earbuds can not fit in every one s ear  you need to change it from extra buds which comes with it sound quality is not too good compared to JBL and Sennheiser  AFTER END OF ALL I WOULD SUGGEST YOU IF YOUR RECOMMENDATION IS ONLY SOUND GO TO JBL AND SENNHEISER OR ELSE THIS ARE COOL   Overall rating to this Earphones by me          
Smartdevices,1,OR,  Extremely poor Sound quality of this earphone  There is no super extra bass  bass is not punchy  trebles are not well balanced  In terms of clarity this earphones are not too good  People s and brand created a hype for this earphone  In real world not extra bass on this  if uhh listening bass heavy songs in high volume  bass are comes overwhelming and muddy  There are couples of option on this budget like   Blaupunkt EM   and ant audio w    Do not go with positive reviews on Amazon and flipkart  Total waste of money 
Smartdevices,4,CG,  Great sound quality    i have to keep my laptop volume on around    when I use this so you can imagine how great the voice is    the voice does not crack at all    you can also hear the background beat in a song clearly     just a great purchase    go for it
Smartdevices,2,OR,  I have used this product for     weeks  for   weeks it works properly  good bass  nice sound quality  but now I am not using this product  because it is mic has gone guys  for last few days mic not working  I have been using this earphones for my gaming purpose  and when I am playing pubg i can not speak anything to my friends   i can hear everything   but I can not talk to them  then i checked amazon for return  this product is not returnable  i bought this product for      and my money gone wastedI think footpath earphones just     rupees can work more than this item 
Smartdevices,1,OR,  I purchased this headphone on   Feb       After using for one and half month  one side of earphone stopped working  Due to lockdown I could not contact to customer care as well as via mail  After lockdown was over  my product was taken by them for replacement  It took one month for replacement and when I received replaced product it has the same problem  Like it was never replaced  I believe purchase a normal earphone of    Rs instead of purchasing boat  If you really want a branded earphone then look for sony or philips  They are far better than from this scam and fraud brand  Never buy boat products 
Smartdevices,5,OR,  Please ignore all the negative reviews about this product because what it is offering at such a competitive price is just awesome Sound Quality   You can hear all highs and lows in Bohemian Rhapsody that is all I need to say   The volume is on the higher side so you have to keep the volume a bit lower than other earphones  Material   it is buds are made of metal and the flat cable keeps it tangle free  It seems durable because you can not see any loose ends or no part is exposed Microphone   It offers great noise cancellation and the receiver could hear me clearly Overall   Overall value for money  Do go for it if you are on a little tighter budget or you can use it as a secondary earphone if you are an audiophile 
Smartdevices,1,OR,  It worked fine for   weeks but    just after a moderate use     one of the earphone goes blank in between  Its definitely not acceptable  I have a feeling I have received a defected one     when it works     it produces a good output but reliability is a big problem 
Smartdevices,5,CG,  Loving it totally These is my  nd time   I have ordered it My first lasted for   years Delivery was done within    hours of ordering Even though my friends have said me to try other earphones  i love only boat It is hard to beat the quality of these earphones in these segment with its bass and features Totally loving it and it will worth your every penny Thank you Boat 
Smartdevices,3,OR,  Your browser does not support HTML  video   Material is good quality plus flat wire of it it tangle free if you regularlly bundled it will be  Tangle na  but its a tangle free wire sound quality is good bass is also nice and  Its sound good durability its also good but its haveing press button that cut call not make call it play button in music and video but     because of pressing this button its look like button its fully plane looking you can see pic i gaved it  it will be malfunction really very very  Rare and  some time  Not  evry time   just inform  Not so serious its occur its have   pair of ear buds  of red color in middle of earbuds and   are black you can see pic and other supporter clip for ur ears also ther  Biggest con is  Its  Falling from ear  If wear and run  Its also depends on earbuds size    star for tough headphoneand n sound also total  star   pair of ear bud i lost   of   single pair 
Smartdevices,1,OR,  I seriously hate these headphones  Painful  so damn painful in the ear  Comes out of the ear  no matter whichever earbud you use  sometimes I feel it is a problem with my ear  but then  all the other headphones do fit properly  Cannot be used for too long as I already said  ears would start paining  I do not understand how can this thing have   n above rating  Sound quality is not what is expected and mentioned  Bass       Treble       If the volume is high and someone calls  it will burst your ears  and when you talk on the mic  the other person can hear lots of back noise and distortions  And the worst part  Amazon did not even had a return policy for this  just replacement  what wud I do by replacing and getting the same product that hurts my ears
Smartdevices,5,OR,  Decent product at this price range  I really do not see noice cancellation during calls  Bass is okay  If you increase the volume  then it is not soo good  If you are looking only to listen music or watch movies  it is a good to go product  If you are looking for any office work kind of stuff  then it is not soo good product  It is very hard and very much durable even though you use it rough and tough  So the question is  Is it okay to buy  You decide 
Smartdevices,5,CG,  Excellent head phones  really did not expect this kind of quality  guys it is really awesome head phones  After putting this in your ears you will completely involve a movie or music  you will feel like you are in DTS theater  such kind of quality it has  I am very very happy with this head phones  Thanks allot Boats for creating such kind product with less price  
Smartdevices,4,CG,  This is indeed the best possible headphone at this price range Pros    Sound quality and Frequency response are good    Low price Cons The size of the earbuds is very large as compared to other headphones  Due to this  it is not comfortable to use it while working out  It easily falls out  Hence I started to use the wings provided  but wings caused my ears to hurt 
Smartdevices,3,CG,  Your browser does not support HTML  video   The earphone is very nice in its Design sound quality but just that it is not comfortable to wear  It keeps falling off  to support it comes with a supporter or whatever it is called   wearing that brings pain to ur ears  Other than that the earphone is very good  But not comfortable enough to wear it and forget about it 
Smartdevices,5,OR,  I was a Sennheiser user since more than   years but upon a friend s strong recommendation i went for Boat this time The product was delivered and after unpackaging  i was pretty impressed with the build abd design But then i put them in my ears and as soon as i played the song  i was BLOWN AWAY   The BASS is just WOW This is specifically for people with a craving for Bass  If you are not a Bass lover do not go for this 
Smartdevices,2,CG,  does not have a button for volume adjustments or for calling ending a call or skipping tracks  Extremely disappointed with that   is not that supposed to be part of even a basic earphone Am stuck with this as I can not return the product and can only replace it   If only
Smartdevices,4,OR,  Given the price point  it meets the expectations  I would have given it   if it had better noise cancellation with microphone  Calling over microphone at high volumes is disappointing as noise cancellation is poor and that leads to high distortion regarding the sound  it lacks quality at high frequencies namely  guitar music or any other string instrument music  Again keeping the price in mind  I should not really be compalining about this  Overall it is a   
Smartdevices,5,OR,  NOW THIS IS WHAT BEST QUALITY LOOKS LIKEI RECIEVED IT TODAY              DELIVERY WAS ON TIMETHANK YOU AMAZON BOATBEST SOUND QUALITYYOU COULD GET UNDER    VERY GOOD BASSGREAT SOUND QUALITY GREAT FAN OF BOAT PRODUCTSAND VERY DURABLE TOOI AM USING  SAME MODEL SINCE   YEARSNOW I PURCHASED SAME FOR MY BROTHER THANK YOU AMAZON AND BOAT FOR PROVIDE SUCH GREAT PRODUCTS  IN VERY REASONABLE PRICE YOU WILL NEVER REGRET BUYING IT 
Smartdevices,5,CG,  Excellent product with bass boosted technololgy by boAt I brought it  months back  till now no issuses Highlights    Good Bass Get more bass by adjusting the Equilizer of corresponding music player    Metalic Surface Finish Good Durability    Elegant look I brought Red Color   Good Noise Cancellation mic  Easy to fit into your ears no stress feeling even if you want to listen music for long time 
Smartdevices,1,OR,  The product was packed very bad and when it came it was a defective one  I do not want to comment on the Brand as the product can be defective at times but the seller had opened this  product and packed as if he wanted to stuff and send it even though he knew that it was a non working earphone  I returned and bought wecool earphones   do not go for it   I am disappointed with the seller 
Smartdevices,1,CG,  Writing after six months of use  One side will always stop working  Though you can replace the earphones by raising a request on official boat website  But that also can be done only till one year  Not durable not made for rough use 
Smartdevices,5,OR,  Very nice product  build quality and wire quality is exteremly very good  sound is also good at this price range      Tangle free cabel is best for rough use      L shape jack pin will adjust for all devices makes it more secure Features   details  Innovative housing design enables for easy adjustment and optimal wearing comfort with powerful   mm drivers for sonic clarity  bass driven stereo sound and good attenuation of ambient noise The noise cancelling microphone enables trouble free receiving of calls or undeterred sessions of musical extravaganza Made to fit you and your lifestyle  providing a smooth grip for an extra secure and comfortable fit for your ears Passive noise cancellation feature enables users to enjoy listening to your music in a chaotic and noisy environment  it also enables users to receive calls on the go Crafted with care  the polished metal ensures its longevity  the tangle free cable is lightweight and features user friendly controls for easy functioning Frequency     Hz     KHz  MIC  Sensitivity      dbFor any product related queries contact_us on                   and Warranty     Year
Smartdevices,5,OR,   st of all   i am just a one day listener of it  so giving the review of it by listening thoroughly I am a sennheiser cx      sony xb   ap user and also use some xiomi earphone  As a basshead i like bass in music but also fond of treable  for that purpose sony xb   is utterly dumb   bass was really good but treable was very bad  using equaliser also can not do any good things  sometime bass was so good that music and voice can not come so nicely so for pure music listener sony is not that good  i am saying aftee uaing it for  mnth But when i listen the Boat     the bass was rellay good like the sony xb  ap   i can not believe how a cheap earphone can comepte the mich higher one   but believe me guys   there r so many review of sony for thr bass but still i think for      you should go for boqt exactly the bass is same for thr cheap price ans sound also very good   but thr treable was not good like sonyxb       if you use equaliser  give some tweak  and it sound amazing   no need of buying sony for that extra price    pls buy it and then believe that what i am saying        keep listening 
Smartdevices,5,CG,  One of the best headphones in this price segment  I did a lot of research and finally settled for this one   Tangle free cable  Really durable and robust yet beautifully designed with perfection  Sound quality is awesome   Go for it if you have budget of around         
Smartdevices,5,OR,  Honestly saying  I am a Bose QC   II user  Since I did not wanted to pay so much on a wired earphone for my budgeted Xiaomi phone  I bought these earphone and to be honest  I did not expect this to be this much awesome  The bass though  it is so lit  Noice cancelling is also quite good but you should be cautious while on the road as this cancels the noise in such a way that even the sound of a horn can be felt so dull  If I have to nitpick between boAt and Sony in a budget  I would go with the boAt  But since I am a Bose user  I am not satisfied with the noise cancellation as that of the Bose but for the rest  this is damn good  A try would be worth it 
Smartdevices,1,CG,  Technically it is good but they are not sitting in ears as comfortably as jbl one   This one not have turned earheads shape   so it is uncomfortable to sit in ears   As they are not sitting properly in ears   i got ears problem   i seen for refund but replacement is available but not refund  
Smartdevices,4,OR,  Your browser does not support HTML  video   Never expected to write a negative review for OnePlus Product     Screen Flickering is the most common problem   Half of the times  TV does not start with a single button press    Booting takes atleast    seconds   Screen goes all the ways blank in middle of play time    Audio is dud   Not sufficient for my   X   ft bedroom   System lag is the maximum in this class of TV sEdit            Amazon declined to replace and offered refund of          as against   k which I paid for the TV  All I have to do now is to live with a defective TV  as I had invested in the wallmount and the allied services  OnePlus SettledEdit            Product is back in stock  Amazon accepted for replacement after technician report  But  defective product is yet to be picked up and the replacement is yet to be shipped  Awaiting further details  Brand is not at all acting in the customers interest  Very bad response for OnePlus Edit          Received the replacement TV from Amazon and the TV if working fine as of now  I installed it on the wall by myself  A bit of lag and sound issues  but the screen stuttering is gone 
Smartdevices,1,OR,  Problems with OnePlus Tv   Y   observed in few hours of use Pros      Picture quality is undoubtedly good   Sound is fine enough for a closed room Cons     Lags too much     Some times restarts automatically     While watching YouTube screen and sound disappears for   to   secs   power on and off is also tricky    Some time disconnects from wifi and reconnect by its ownMaybe in later updates they provide some fix for all these issues 
Smartdevices,4,OR,  TV is beautiful with minute bezels I was pleased by the picture quality in firstI expected a smooth software from oneplus but TV operation is bit slow probably due to  gb ram and lower clocked processor  can not complaint at this price point  Wish oneplus would release better optimized software in update  Software update was one of my reason to buy TV from oneplus Response from the bluetooth remote was bit slow But hold bluetooth was very functional  Might be as it is bluetooth      TV was able to connect to    devices at a time    mobile    bluetooth speaker and remote  that is great Coming to sound  Speaker quality is not upto mark  You have multiple options to enhance audio  dolby  surround  presets  dialogue enhancer etc  probably that is the reason oneplus skipped    mm output and opted for optical and HDMI ARC ports to provide quality auido output on external speaker  You should go RCA audio adapters if you want    mm input else connect to speakers using bluetooth adapter  That would cost additional if you want to If you look for picture quality  minimal design and stick to few ott app this TV is for you For power users and those who use only     jack to connect speakers look else where Update  Oneplus released major update and UI and remote control navigation seems improved now But setup of new Bluetooth connection got buggy  I am not able to connect to new devices  It is looping back to searching devices after clicking on device after search list
Smartdevices,5,OR,  I will be brief here Unboxing No wall Mount No Display cables Plastic stands Thin TV Pros Contrast Ratio is Amazing  Black level is amazing Viewing angles r fine Awesome Colour accuracy Latest Android version Cons Poor quality Speakers Little bit laggy  probably the OS The panel is awesome  TV will not lag when playing video  and its really okay  android phones have similar issues As for speakers  why would you use inbuilt speakers What matters most is Contrast Ratio  Colour range  viewing angles  and clarity They r all good in this price range  no   k   k    FULL HD TV could do better AMAZON INSTALLATION I did not get the wall mount  because installation guys were charging me for it TV is good  Amazon Service is getting poorer 
Smartdevices,5,OR,  First to review   y   as my experience with    inch So far i liked the Tv Tv is by default on energy saving picture mode  change to desire mode to get best picture experience  as i changed many picture settings the picture quality is way better than MI   realme me Sound quality for my living room is more than enough  dolby atmos work carm with my Tatasky HD channels as they support dolby audio The Lag is fixed to much extent last input memory is also fixed  TV remembers the last input before switching off The installation was bit crisp as the guy did not turn on the promised date  so amazon escalated and yesterday new guy came and installated Cherry on the cake the installation was free also the wall mount bracket worth Rs    was provided free by the installation team Installed and the demo was given very promptly Also to be noted this    inches has different graphic processor than    inches G   Mp Updating my experience of   days  Experienced lag nly twice in   days TV takes a approx of   min to get ON there is a bit motion blur  which would be fixed by update  as it arises due to the DNR in the settings Sound output is overall good at this range can not expect soundbar like bass Pre Book extended warranty has been activated and mail confirmation received from acko Picture quality is just awesome  with setting proper backlight  contrast etc Blacks are properly seen black This has VA panel and i am not much concerned about viewing angles  VA Panels are best for the straight view angle as they produce good contrast and color reproduction this TV does the same Viewing angle can not be reviewed from my end as I did see blur when viewd at     angle which is obvious for VA panel Data saver option and alexa support is yet to be updated in this TV As of now no alexa support for this TV as there is no option to login to oneplus account  so my free echo dot is not of use with this TV as of now  may be they will provide the update to this Updating my review with some test done   RGB colour gamat test is performing perfectly on this TV  As you can see computer rgb reproduce proper color   motion blur is too much in this TV  expect to be fix via update    TV remote is Bluetooth and IR both  i turned of my bluetooth of Remote and using on IR as it is draining battery  when on IR you can not use Google assistant function    No support for Echo dot as of now confirmed  hopefully will be in update    No data saver option yet    backlight bleeding is present at     which is common for LED Tv    color reproduction is good too Updating my review to some clarification and my experience         As echo dot is not compatible and no  from oneplus has spoken about echo dot compatibility with Y series  i returned my echo dot for full refund   Those posting negative reviews due to echo dot not received  kindly add echo dot from cloudtail in cart with oneplus tv  you vll get it for free   Those posting negative reviews that after tv return oneplus gave nly       rs  please return your echo dot too they remaining approx     rs will be refunded then only   I connected my JBl sound bar and watched movies on Prime   I bet the dolby atmos did its work       and its natural you can not expect soundbar sound at   k    pre book cashback of     rs is credited to my amazon pay balance 
Smartdevices,5,OR,  After    days usage     Display is good not best   Sound could have been better    Gamma Engine Not performed well   UI is Decent Modern Lightweight UI     Netflix Amazon Prime YouTube and few apps are Preloaded   Inbuilt Chromecast Performing Well   bezels Design perfect   Best Budget Android Smart TV   Major advantage of this TV is Google assistant   Works like a charm everywhere and you do not have to type    Some Bugs Present in TV OS
Smartdevices,1,OR,  I got it delivered by    july  Shipping was good but then bright spots started showing from the next day  Product quality is not good too  I advise you not to buy this oneplus TV s
Smartdevices,1,OR,  ere is my experience with the Oneplus LAGGY tv  Y model Here is a list of issues with your product    connected to Samsung mobile through google home as the tv is not connecting through Samsung smart view  always says unable to connect  try again  And even through the google home  it is struggling too much to even cast the photos and forget about casting the videos    Neither windows nor Mac is recognising The tv in wireless mode  Had to use third party app from play store to Airplay my Mac n gues what  windows is not recognising the tv  It is really shocking to see Mac recognised where Windows could not  using third party play store app     To my bad  even through third party play store app  it is laggy half of the times    And how can I ignore to say about Oneplus connect app  Its a wonders  t app  do the gesture wait for couple of seconds and then it responds and you can not access files through the connect app on this tv    And sound  it has options by the name  dolby Audio and Dolby digital plus  fix this in your mind  these two features are just names and these does change the sound experience by zero percentage    On Youtube  video quality is limited to     p  best to use HDMi cable to your happy and play  K  only then it felt better than any other video quality experience of this tv    Opening and closing apps  is like suspense thriller movie scene experience  you will be waiting to know when it will respond sometimes suspense extends to      seconds    Viewing angles  acceptable for this price    Colors  Green is worst of all and then red   black is good  blue colors are worst  yellows are good and the rest that you find are acceptable     Display quality  If any of you ever used the Chinese phones of the last decade  you will get the exact same feeling  I promise you this     Best option to put  good use of display and colors is to use pen drive  hard disk or HDMI and play the  k or full HD videos  This is the only way that this display can make you happy     And the remote  the menu button literally never worked on  any app nor on home page  It just exists with void function assigned to it     Almost forgot about voice search that is google assistance     out of    times  it took      seconds to launch it     Opening an app  Fix in your mind that it will take at least          Once you connect Bluetooth accessory  you have to remove the device from the list  if you want to connect it to other device  you will not have an option to disconnect 
